"provinsi","kabupaten","kecamatan","kelurahan","no_tps","suara_1","suara_2","suara_3","golput"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KALANGANYAR","4","155","92","1","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KALANGANYAR","5","188","64","195","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","1","536","405","63","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","2","23","579","27","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","3","390","69","158","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","4","88","23","163","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","5","19","325","200","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","TAMBAKCEMANDI","6","286","12","8","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","1","2","155","92","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","2","30","132","18","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","3","304","36","1","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","4","227","864","127","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","5","143","596","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","6","165","418","80","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","GISIKCEMANDI","7","184","83","18","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","1","130","264","82","13"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","2","174","82","4","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","3","275","11","51","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","4","5","298","249","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","5","322","264","45","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","CEMANDI","6","430","25","98","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","1","26","610","151","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","2","610","97","97","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","3","548","201","51","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","4","27","532","214","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","5","390","18","106","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","6","26","26","106","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PULUNGAN","7","152","522","45","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BETRO","1","202","124","135","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BETRO","2","17","16","122","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BETRO","3","153","494","115","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BETRO","4","17","168","12","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BETRO","5","66","216","97","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","1","114","86","399","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","2","379","195","6","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","3","43","66","270","11"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","4","1247","25","188","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","5","43","129","7","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIAGUNG","6","116","139","15","9"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","1","145","455","15","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","2","322","59","34","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","3","80","219","110","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","4","164","73","103","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","5","79","346","456","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEDATIGEDE","6","378","66","197","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","1","640","299","255","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","2","241","184","83","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","3","195","302","343","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","4","17","593","11","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","5","26","343","420","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","6","34","626","77","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PABEAN","7","255","12","96","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEMAMPIR","1","69","75","114","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEMAMPIR","2","16","567","61","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEMAMPIR","3","146","23","18","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEMAMPIR","4","169","115","58","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","1","101","397","13","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","2","197","635","57","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","3","102","97","89","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","4","34","30","148","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","5","193","324","45","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","6","104","332","29","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PRANTI","7","137","33","331","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEGOROTAMBAK","1","20","47","17","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEGOROTAMBAK","2","43","24","33","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEGOROTAMBAK","3","16","119","70","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEGOROTAMBAK","4","80","99","79","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","SEGOROTAMBAK","5","33","185","314","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","1","310","146","5","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","2","11","301","28","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","3","697","155","302","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","4","101","64","52","9"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","5","74","533","29","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","6","723","118","13","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BANJARKEMUNING","7","468","83","63","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","1","49","242","80","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","2","917","63","117","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","3","43","455","49","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","4","141","86","23","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","5","1040","7","114","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","PEPELEGI","6","375","303","141","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","1","16","138","139","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","2","416","239","261","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","3","73","83","29","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","4","90","73","6","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","5","192","449","3","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","6","71","168","36","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WARU","7","4","105","45","6"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","1","151","69","52","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","2","72","102","448","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","3","383","1","12","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","4","55","83","63","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","5","367","66","7","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KUREKSARI","6","75","342","161","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","NGINGAS","1","149","488","55","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","NGINGAS","2","456","90","241","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","NGINGAS","3","2","40","64","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","NGINGAS","4","67","9","318","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","NGINGAS","5","193","3","38","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","1","186","179","305","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","2","34","432","299","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","3","47","173","77","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","4","341","383","6","8"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","5","539","85","160","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","6","378","40","82","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TROPODO","7","24","54","40","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","1","186","179","305","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","2","34","432","299","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","3","47","173","77","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","4","341","383","6","8"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","5","539","85","160","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","6","378","40","82","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TROPODO","7","24","54","40","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSAWAH","1","37","50","91","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSAWAH","2","546","85","31","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSAWAH","3","314","128","82","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSAWAH","4","239","310","50","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","1","174","333","1","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","2","34","436","82","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","3","196","15","403","8"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","4","42","650","207","8"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","5","178","76","168","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKOSO","6","170","163","91","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSUMUR","1","386","147","9","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSUMUR","2","14","35","92","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSUMUR","3","198","113","181","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","TAMBAKSUMUR","4","270","265","21","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","1","357","184","62","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","2","473","620","113","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","3","245","128","391","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","4","309","601","278","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","5","18","620","86","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","6","80","262","83","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WADUNGASRI","7","224","43","103","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KEPUHKIRIMAN","1","247","12","84","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KEPUHKIRIMAN","2","289","364","91","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KEPUHKIRIMAN","3","566","450","27","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KEPUHKIRIMAN","4","792","75","25","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","KEPUHKIRIMAN","5","14","70","182","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","1","140","585","126","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","2","251","188","93","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","3","10","283","23","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","4","107","78","23","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","5","141","472","45","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","6","281","319","21","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BERBEK","7","5","23","53","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WEDORO","1","47","120","178","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WEDORO","2","314","156","101","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WEDORO","3","222","10","4","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WEDORO","4","157","13","9","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","WEDORO","5","25","164","147","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","1","180","371","132","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","2","146","54","38","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","3","134","44","20","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","4","310","1562","200","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","5","937","114","21","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","MEDAENG","6","63","201","19","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BUNGURASIH","1","599","151","96","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BUNGURASIH","2","11","248","23","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BUNGURASIH","3","233","387","15","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WARU","BUNGURASIH","4","64","90","72","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GANTING","1","433","784","25","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GANTING","2","79","85","233","6"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GANTING","3","40","148","93","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GANTING","4","693","26","12","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GANTING","5","273","258","98","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KARANGBONG","1","89","9","11","6"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KARANGBONG","2","15","446","36","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KARANGBONG","3","262","419","57","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KARANGBONG","4","225","132","243","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KARANGBONG","5","908","143","115","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","1","84","319","19","6"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","2","31","638","242","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","3","265","42","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","4","158","269","218","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","5","108","305","103","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","TEBEL","6","21","218","128","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","1","73","182","3","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","2","107","115","98","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","3","29","278","173","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","4","97","331","32","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","5","119","17","206","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KRAGAN","6","110","70","0","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEMURUNG","1","79","350","185","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEMURUNG","2","225","87","336","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEMURUNG","3","25","335","234","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEMURUNG","4","29","497","9","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEMURUNG","5","134","615","108","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","1","62","153","27","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","2","153","77","58","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","3","126","288","191","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","4","845","18","26","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","5","269","45","67","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","6","136","287","24","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","PUNGGUL","7","96","152","311","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","1","296","53","139","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","2","147","260","167","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","3","465","52","277","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","4","199","12","37","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","5","105","178","106","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","WEDI","6","515","152","278","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KETAJEN","1","25","77","217","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KETAJEN","2","128","51","424","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KETAJEN","3","40","39","33","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KETAJEN","4","990","7","80","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEDANGAN","1","112","62","234","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEDANGAN","2","58","239","19","4"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEDANGAN","3","56","706","78","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","GEDANGAN","4","69","300","99","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SRUNI","1","41","12","345","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SRUNI","2","6","670","166","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SRUNI","3","503","176","6","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SRUNI","4","274","166","70","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","1","165","166","54","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","2","51","437","55","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","3","219","120","9","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","4","5","736","270","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","5","203","35","99","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANSIKEP","6","31","17","16","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","1","6","590","176","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","2","65","27","459","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","3","27","44","23","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","4","492","284","47","8"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","5","58","16","297","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","6","198","84","33","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","KEBOANANOM","7","86","21","240","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","1","410","150","37","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","2","14","229","262","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","3","93","21","26","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","4","127","21","3","5"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","5","77","22","172","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","BANGAH","6","9","92","65","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","1","240","117","100","3"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","2","401","409","53","2"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","3","175","107","63","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","4","67","82","19","0"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","5","119","51","24","1"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","6","640","14","167","4"
"PROVINSI JAWA TIMUR","SIDOARJO","GEDANGAN","SAWOTRATAP","7","134","205","159","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","1","35","117","4","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","2","7","226","226","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","3","2","649","354","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","4","358","128","1","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","5","273","24","46","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAMAN","6","331","704","111","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GELURAN","1","202","207","86","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GELURAN","2","283","7","4","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GELURAN","3","287","130","26","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GELURAN","4","135","86","26","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KALIJATEN","1","94","1101","54","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KALIJATEN","2","110","229","179","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KALIJATEN","3","113","44","102","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KALIJATEN","4","110","152","118","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KALIJATEN","5","124","56","261","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SEPANJANG","1","116","2","0","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SEPANJANG","2","508","102","15","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SEPANJANG","3","886","502","49","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SEPANJANG","4","116","288","93","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SEPANJANG","5","446","33","3","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","1","114","95","356","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","2","35","30","206","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","3","32","230","421","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","4","390","101","42","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","5","357","247","79","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BEBEKAN","6","38","235","5","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","1","103","346","302","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","2","367","36","59","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","3","99","120","63","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","4","274","303","63","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","5","84","134","30","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WONOCOLO","6","817","60","159","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","NGELOM","1","64","69","214","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","NGELOM","2","90","79","14","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","NGELOM","3","264","162","57","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","NGELOM","4","129","158","128","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","1","75","205","152","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","2","247","82","59","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","3","30","28","23","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","4","25","71","185","7"
